R111	-17.350	-68.283	-286.541
R112	17.350	-68.283	-286.541
R113	3.500	-68.283	122.333
R121	-54.172	-45.044	-286.541
R122	-26.099	-65.440	-286.541
R123	-37.304	-57.299	122.333
R131	-70.302	-4.600	-286.541
R132	-59.580	-37.601	-286.541
R133	-63.859	-24.429	122.333
R141	-59.580	37.601	-286.541
R142	-70.302	4.600	-286.541
R143	-66.023	17.772	122.333
R151	-26.099	65.440	-286.541
R152	-54.172	45.044	-286.541
R153	-42.967	53.185	122.333
R161	17.350	68.283	-286.541
R162	-17.350	68.283	-286.541
R163	-3.500	68.283	122.333
R171	0.000	0.000	0.000
R172	26.099	65.440	-286.541
R173	37.304	57.299	122.333
R181	70.302	4.600	-286.541
R182	59.580	37.601	-286.541
R183	63.859	24.429	122.333
R191	59.580	-37.601	-286.541
R192	70.302	-4.600	-286.541
R193	66.023	-17.772	122.333
R1101	26.099	-65.440	-286.541
R1102	54.172	-45.044	-286.541
R1103	42.967	-53.185	122.333
R211	-17.351	-95.885	-247.095
R212	17.349	-95.885	-247.095
R213	3.501	-95.885	161.779
R221	-57.236	-78.861	-247.095
R222	-25.973	-93.917	-247.095
R223	-38.449	-87.909	161.779
R231	-85.785	-46.218	-247.095
R232	-64.149	-73.347	-247.095
R233	-72.783	-62.521	161.779
R241	-97.342	-4.420	-247.095
R242	-89.621	-38.250	-247.095
R243	-92.702	-24.750	161.779
R251	-89.620	38.253	-247.095
R252	-97.342	4.423	-247.095
R253	-94.260	17.923	161.779
R261	-64.148	73.349	-247.095
R262	-85.783	46.220	-247.095
R263	-77.149	57.046	161.779
R271	-25.970	93.918	-247.095
R272	-57.234	78.862	-247.095
R273	-44.758	84.871	161.779
R281	17.351	95.885	-247.095
R282	-17.349	95.885	-247.095
R283	-3.501	95.885	161.779
R291	57.236	78.861	-247.095
R292	25.973	93.917	-247.095
R293	38.449	87.909	161.779
R2101	85.785	46.218	-247.095
R2102	64.149	73.347	-247.095
R2103	72.783	62.521	161.779
R2111	97.342	4.420	-247.095
R2112	89.621	38.250	-247.095
R2113	92.702	24.750	161.779
R2121	89.620	-38.253	-247.095
R2122	97.342	-4.423	-247.095
R2123	94.260	-17.923	161.779
R2131	64.148	-73.349	-247.095
R2132	85.783	-46.220	-247.095
R2133	77.149	-57.046	161.779
R2141	25.970	-93.918	-247.095
R2142	57.234	-78.862	-247.095
R2143	44.758	-84.871	161.779
R311	-17.350	-123.315	-207.921
R312	17.350	-123.315	-207.921
R313	3.500	-123.315	200.953
R321	-58.480	-109.944	-207.921
R322	-25.873	-121.812	-207.921
R323	-38.887	-117.075	200.953
R331	-92.556	-83.312	-207.921
R332	-65.974	-105.617	-207.921
R333	-76.584	-96.715	200.953
R341	-115.469	-46.632	-207.921
R342	-98.119	-76.683	-207.921
R343	-105.044	-64.689	200.953
R351	-124.454	-4.327	-207.921
R352	-118.429	-38.500	-207.921
R353	-120.834	-24.860	200.953
R361	-118.429	38.500	-207.921
R362	-124.454	4.327	-207.921
R363	-122.049	17.967	200.953
R371	-98.119	76.683	-207.921
R372	-115.469	46.632	-207.921
R373	-108.544	58.626	200.953
R381	-65.974	105.617	-207.921
R382	-92.556	83.312	-207.921
R383	-81.947	92.215	200.953
R391	-25.873	121.812	-207.921
R392	-58.480	109.944	-207.921
R393	-45.465	114.681	200.953
R3101	17.350	123.315	-207.921
R3102	-17.350	123.315	-207.921
R3103	-3.500	123.315	200.953
R3111	58.480	109.944	-207.921
R3112	25.873	121.812	-207.921
R3113	38.887	117.075	200.953
R3121	92.556	83.312	-207.921
R3122	65.974	105.617	-207.921
R3123	76.584	96.715	200.953
R3131	115.469	46.632	-207.921
R3132	98.119	76.683	-207.921
R3133	105.044	64.689	200.953
R3141	124.454	4.327	-207.921
R3142	118.429	38.500	-207.921
R3143	120.834	24.860	200.953
R3151	118.429	-38.500	-207.921
R3152	124.454	-4.327	-207.921
R3153	122.049	-17.967	200.953
R3161	98.119	-76.683	-207.921
R3162	115.469	-46.632	-207.921
R3163	108.544	-58.626	200.953
R3171	65.974	-105.617	-207.921
R3172	92.556	-83.312	-207.921
R3173	81.947	-92.215	200.953
R3181	25.873	-121.812	-207.921
R3182	58.480	-109.944	-207.921
R3183	45.465	-114.681	200.953
R411	-17.350	-164.195	-150.120
R412	17.350	-164.195	-150.120
R413	3.500	-164.195	258.754
R421	-59.256	-154.110	-150.120
R422	-25.738	-163.091	-150.120
R423	-39.116	-159.506	258.754
R431	-97.123	-133.522	-150.120
R432	-67.072	-150.872	-150.120
R433	-79.066	-143.947	258.754
R441	-128.372	-103.835	-150.120
R442	-103.835	-128.372	-150.120
R443	-113.629	-118.578	258.754
R451	-150.872	-67.072	-150.120
R452	-133.522	-97.123	-150.120
R453	-140.447	-85.129	258.754
R461	-163.091	-25.738	-150.120
R462	-154.110	-59.256	-150.120
R463	-157.694	-45.878	258.754
R471	-164.195	17.350	-150.120
R472	-164.195	-17.350	-150.120
R473	-164.195	-3.500	258.754
R481	-154.110	59.256	-150.120
R482	-163.091	25.738	-150.120
R483	-159.506	39.116	258.754
R491	-133.522	97.123	-150.120
R492	-150.872	67.072	-150.120
R493	-143.947	79.065	258.754
R4101	-103.835	128.372	-150.120
R4102	-128.372	103.835	-150.120
R4103	-118.578	113.629	258.754
R4111	-67.072	150.872	-150.120
R4112	-97.123	133.522	-150.120
R4113	-85.129	140.448	258.754
R4121	-25.738	163.091	-150.120
R4122	-59.256	154.110	-150.120
R4123	-45.878	157.694	258.754
R4131	17.350	164.195	-150.120
R4132	-17.350	164.195	-150.120
R4133	-3.500	164.195	258.754
R4141	59.256	154.110	-150.120
R4142	25.738	163.091	-150.120
R4143	39.116	159.506	258.754
R4151	97.123	133.522	-150.120
R4152	67.072	150.872	-150.120
R4153	79.066	143.947	258.754
R4161	128.372	103.835	-150.120
R4162	103.835	128.372	-150.120
R4163	113.629	118.578	258.754
R4171	150.872	67.072	-150.120
R4172	133.522	97.123	-150.120
R4173	140.447	85.129	258.754
R4181	163.091	25.738	-150.120
R4182	154.110	59.256	-150.120
R4183	157.694	45.878	258.754
R4191	164.195	-17.350	-150.120
R4192	164.195	17.350	-150.120
R4193	164.195	3.500	258.754
R4201	154.110	-59.256	-150.120
R4202	163.091	-25.738	-150.120
R4203	159.506	-39.116	258.754
R4211	133.522	-97.123	-150.120
R4212	150.872	-67.072	-150.120
R4213	143.947	-79.065	258.754
R4221	103.835	-128.372	-150.120
R4222	128.372	-103.835	-150.120
R4223	118.578	-113.629	258.754
R4231	67.072	-150.872	-150.120
R4232	97.123	-133.522	-150.120
R4233	85.129	-140.448	258.754
R4241	25.738	-163.091	-150.120
R4242	59.256	-154.110	-150.120
R4243	45.878	-157.694	258.754

