R111	-17.295	-68.028	-286.365
R112	17.385	-67.934	-286.308
R113	3.942	-68.334	122.473
R121	-54.201	-44.775	-286.355
R122	-26.109	-65.112	-286.323
R123	-36.864	-57.597	122.500
R131	-70.263	-4.440	-286.421
R132	-59.482	-37.413	-286.352
R133	-63.575	-25.028	122.512
R141	-59.589	37.777	-286.410
R142	-70.238	4.820	-286.349
R143	-66.010	17.138	122.454
R151	-26.122	65.669	-286.425
R152	-54.130	45.235	-286.358
R153	-43.205	52.644	122.463
R161	17.354	68.596	-286.488
R162	-17.336	68.522	-286.415
R163	-3.809	67.954	122.474
R171  0.0 0.0 0.0
R172	26.098	65.719	-286.490
R173	37.088	57.228	122.437
R181	70.432	4.968	-286.511
R182	59.621	37.961	-286.401
R183	63.788	24.709	122.445
R191	59.588	-37.279	-286.403
R192	70.276	-4.252	-286.494
R193	66.144	-17.467	122.482
R1101	26.121	-65.131	-286.398
R1102	54.149	-44.687	-286.394
R1103	43.349	-52.983	122.534
R211	-17.309	-95.629	-246.883
R212	17.381	-95.566	-246.936
R213	3.818	-95.435	161.965
R221	-57.225	-78.621	-246.854
R222	-25.932	-93.653	-246.911
R223	-38.184	-87.630	161.912
R231	-85.826	-45.975	-246.872
R232	-64.114	-73.142	-246.822
R233	-72.694	-62.314	161.892
R241	-97.440	-4.233	-246.909
R242	-89.678	-38.031	-246.859
R243	-92.682	-24.675	161.905
R251	-89.646	38.189	-247.057
R252	-97.334	4.387	-246.936
R253	-94.257	17.523	161.907
R261	-64.190	73.318	-246.979
R262	-85.798	46.165	-246.995
R263	-77.228	56.799	161.907
R271	-26.082	93.917	-247.067
R272	-57.299	78.819	-246.988
R273	-45.001	84.619	161.852
R281	17.225	95.994	-247.080
R282	-17.425	95.931	-246.997
R283	-3.758	95.783	161.902
R291	57.091	79.096	-246.889
R292	25.848	94.078	-246.972
R293	38.173	88.408	161.976
R2101	85.691	46.520	-247.001
R2102	64.120	73.517	-247.011
R2103	72.663	62.651	161.855
R2111	97.316	4.718	-247.004
R2112	89.564	38.506	-247.043
R2113	92.591	25.082	161.852
R2121	89.592	-37.934	-247.016
R2122	97.280	-4.142	-246.956
R2123	94.277	-17.385	161.830
R2131	64.126	-73.063	-246.954
R2132	85.725	-45.920	-246.988
R2133	77.318	-56.522	161.880
R2141	25.968	-93.632	-246.866
R2142	57.165	-78.554	-247.004
R2143	44.931	-84.392	161.945
R311	-17.272	-123.231	-207.841
R312	17.427	-123.147	-207.734
R313	3.544	-123.147	201.077
R321	-58.463	-109.884	-207.753
R322	-25.835	-121.714	-207.789
R323	-38.695	-117.003	201.073
R331	-92.534	-83.287	-207.752
R332	-65.930	-105.556	-207.721
R333	-76.447	-96.711	201.122
R341	-115.361	-46.782	-207.790
R342	-97.984	-76.786	-207.690
R343	-104.776	-64.905	201.154
R351	-124.406	-4.476	-207.787
R352	-118.323	-38.657	-207.707
R353	-120.658	-25.189	201.147
R361	-118.423	38.323	-207.795
R362	-124.390	4.204	-207.684
R363	-121.914	17.629	201.130
R371	-98.162	76.554	-207.725
R372	-115.475	46.468	-207.773
R373	-108.487	58.340	201.200
R381	-66.086	105.484	-207.740
R382	-92.622	83.153	-207.724
R383	-81.989	92.011	201.188
R391	-26.041	121.726	-207.779
R392	-58.593	109.816	-207.719
R393	-45.623	114.437	201.181
R3101	17.146	123.313	-207.802
R3102	-17.524	123.199	-207.709
R3103	-3.717	123.162	201.230
R3111	58.307	110.027	-207.900
R3112	25.678	121.846	-207.733
R3113	38.653	117.047	201.184
R3121	92.408	83.429	-207.751
R3122	65.803	105.678	-207.762
R3123	76.454	96.686	201.185
R3131	115.264	46.895	-207.893
R3132	97.928	76.808	-207.693
R3133	104.913	64.800	201.163
R3141	124.300	4.568	-207.806
R3142	118.247	38.729	-207.746
R3143	120.485	25.244	201.130
R3151	118.296	-38.231	-207.728
R3152	124.263	-4.082	-207.849
R3153	121.791	-17.654	201.117
R3161	98.005	-76.382	-207.748
R3162	115.309	-46.345	-207.830
R3163	108.384	-58.315	201.047
R3171	65.950	-105.412	-207.743
R3172	92.495	-83.041	-207.859
R3173	81.826	-91.926	201.069
R3181	25.915	-121.624	-207.844
R3182	58.457	-109.724	-207.784
R3183	45.551	-114.402	201.066
R411	-17.493	-164.538	-150.283
R412	17.177	-164.564	-150.236
R413	3.243	-163.994	258.626
R421	-59.409	-154.403	-150.226
R422	-25.925	-163.421	-150.282
R423	-39.365	-159.250	258.611
R431	-97.211	-133.781	-150.287
R432	-67.144	-151.215	-150.254
R433	-79.149	-143.832	258.569
R441	-128.447	-104.009	-150.305
R442	-103.929	-128.601	-150.244
R443	-113.778	-118.485	258.609
R451	-150.824	-67.234	-150.322
R452	-133.538	-97.317	-150.273
R453	-140.570	-85.147	258.542
R461	-162.988	-25.833	-150.339
R462	-154.066	-59.369	-150.310
R463	-157.881	-45.784	258.524
R471	-164.025	17.266	-150.337
R472	-164.061	-17.464	-150.297
R473	-164.296	-3.393	258.527
R481	-153.920	59.151	-150.395
R482	-162.908	25.637	-150.354
R483	-159.532	39.164	258.489
R491	-133.308	97.073	-150.336
R492	-150.682	67.036	-150.433
R493	-143.844	79.068	258.479
R4101	-103.607	128.239	-150.430
R4102	-128.159	103.721	-150.405
R4103	-118.387	113.578	258.477
R4111	-66.791	150.696	-150.407
R4112	-96.884	133.370	-150.499
R4113	-84.958	140.290	258.452
R4121	-25.480	162.890	-150.567
R4122	-58.986	153.948	-150.487
R4123	-45.695	157.550	258.373
R4131	17.728	163.947	-150.471
R4132	-16.972	164.003	-150.537
R4133	-3.335	164.066	258.401
R4141	59.604	153.812	-150.567
R4142	26.090	162.830	-150.562
R4143	39.302	159.402	258.416
R4151	97.426	133.180	-150.467
R4152	67.399	150.594	-150.409
R4153	79.226	143.944	258.388
R4161	128.552	103.499	-150.588
R4162	104.124	128.051	-150.429
R4163	113.755	118.597	258.378
R4171	151.019	66.643	-150.341
R4172	133.753	96.647	-150.601
R4173	140.547	85.068	258.456
R4181	163.163	25.282	-150.404
R4182	154.231	58.848	-150.393
R4183	157.638	45.865	258.453
R4191	164.240	-17.806	-150.437
R4192	164.276	16.874	-150.406
R4193	163.984	3.515	258.530
R4201	154.095	-59.702	-150.368
R4202	163.093	-26.208	-150.389
R4203	159.259	-39.063	258.588
R4211	133.463	-97.564	-150.357
R4212	150.807	-67.567	-150.330
R4213	143.711	-79.007	258.548
R4221	103.741	-128.790	-150.333
R4222	128.294	-104.292	-150.328
R4223	118.365	-113.556	258.570
R4231	66.926	-151.287	-150.336
R4232	96.989	-133.961	-150.244
R4233	84.886	-140.398	258.605
R4241	25.555	-163.471	-150.336
R4242	59.101	-154.509	-150.247
R4243	45.673	-157.589	258.584

